,교량명,시도명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도
8556,동부간선진입교,서울특별시,37.652869,127.055043,37.651522,127.055218
8557,우면산고가교,서울특별시,37.460169,127.02834,37.4606,127.023692
8558,램프E교,서울특별시,37.594104,126.800222,37.594355,126.799927
8559,Ramp-J2교,서울특별시,37.527684,127.106604,37.527336,127.107175
8560,Ramp-E 교,서울특별시,37.527666,127.106533,37.526633,127.105564
8561,Ramp-J1교,서울특별시,37.531851,127.1092,37.530326,127.108706
8562,개화 RAMP-F교,서울특별시,37.592045,126.800185,37.592255,126.800434
8563,개화 RAMP-F1교,서울특별시,37.592571,126.801925,37.59259,126.80252
8564,영동6교,서울특별시,37.492891,127.071893,37.493892,127.071362
8565,반포대교,서울특별시,37.51001,126.998721,37.51898,126.994365
8566,원효대교,서울특별시,37.522204,126.936693,37.531411,126.954116
8567,한남대교(하류),서울특별시,37.523629,127.016453,37.530249,127.010317
8568,한남대교(상류),서울특별시,37.530096,127.009909,37.523425,127.01611
8569,한강대교(구교),서울특별시,37.513806,126.956433,37.521839,126.961626
8570,한강대교(신교),서울특별시,37.513959,126.956111,37.521975,126.961369
8571,용비교,서울특별시,37.545637,127.027566,37.544992,127.033215
8572,성수대교,서울특별시,37.532163,127.034207,37.542542,127.035902
8573,동호대교,서울특별시,37.532235,127.023885,37.540011,127.018434
8574,올림픽대교,서울특별시,37.528006,127.11052,37.539424,127.098118
8575,잠실철교(도로교),서울특별시,37.52322,127.102362,37.534298,127.095238
8576,비우당교,서울특별시,37.570602,127.026554,37.57097,127.02671
8577,구룡교,서울특별시,37.579789,126.875373,37.575507,126.865633
8578,신정교,서울특별시,37.517926,126.875046,37.516216,126.881671
8579,가양대교,서울특별시,37.574673,126.864941,37.564503,126.857431
8580,금천교,서울특별시,37.465036,126.884389,37.465524,126.885968
8581,양평교,서울특별시,37.539738,126.890198,37.538446,126.883536
8582,봉은교,서울특별시,37.515512,127.067119,37.515709,127.069325
8583,탄천1교,서울특별시,37.499835,127.081224,37.500482,127.083368
8584,광진교,서울특별시,37.542548,127.120272,37.546036,127.109157
8585,광명고가교,서울특별시,37.49134,126.86945,37.492995,126.868998
8586,행주대교(상류교),서울특별시,37.592298,126.804567,37.603631,126.815092
8587,행주대교(하류),서울특별시,37.603594,126.814639,37.591828,126.803753
8588,숯내교,서울특별시,37.478536,127.114709,37.479202,127.116247
8589,한남1고가도로교,서울특별시,37.53947,127.004031,37.542218,127.00161
8590,워커힐고가도로교,서울특별시,37.552601,127.111324,37.560049,127.114414
8591,보라매고가도로교,서울특별시,37.485496,126.900512,37.489536,126.916721
8592,사당고가도로교,서울특별시,37.476648,126.980261,37.476288,126.983618
8593,이수고가도로교,서울특별시,37.500656,126.983726,37.498295,126.987436
8594,두무개다리고가도로교,서울특별시,37.530619,127.011133,37.539281,127.016757
8595,모래내고가교,서울특별시,37.566277,126.914955,37.566705,126.921321
8596,오류고가도로교,서울특별시,37.493959,126.831137,37.49061,126.833338
8597,영등포역고가도로교,서울특별시,37.516834,126.901912,37.513452,126.908692
8598,선유고가도로교,서울특별시,37.530204,126.891051,37.530635,126.893647
8599,영동대교북단고가교,서울특별시,37.53465,127.059796,37.539307,127.062351
8600,구리암사대교,서울특별시,37.564925,127.13555,37.573378,127.12804
8601,겸재교,서울특별시,37.585024,127.072394,37.585602,127.074962
8602,메뚜기다리,서울특별시,37.62899,126.929704,37.629301,126.929964
8603,서해안로 연결램프교,서울특별시,37.496118,126.850277,37.494691,126.848188
8604,아천IC Ramp-B,서울특별시,37.5723,127.126394,37.573499,127.128965
8605,아천IC Ramp-C,서울특별시,37.57206,127.12732,37.571386,127.129809
8606,암사 IC Ramp-G,서울특별시,37.567325,127.133362,37.56488,127.132763
8607,암사IC Ramp-A,서울특별시,37.565492,127.134918,37.566157,127.136178
8608,암사IC Ramp-D,서울특별시,37.567323,127.133373,37.564873,127.132735
8609,암사IC Ramp-E,서울특별시,37.565756,127.134273,37.56622,127.134328
8610,월드컵대교(접속교),서울특별시,37.562627,126.888958,37.560968,126.887763
8611,응봉교,서울특별시,37.551373,127.035303,37.54749,127.036557
8612,월드컵대교 남단연결로 RAMP-A교,서울특별시,37.553082,126.883865,37.549647,126.886105
8613,월드컵대교 남단연결로 RAMP-F교,서울특별시,37.550602,126.8823,37.54794,126.883295
8614,월드컵대교 남단연결로 강남RAMP-BR2교,서울특별시,37.547768,126.883629,37.550542,126.882538
8615,월드컵대교 남단접속교(강남방향),서울특별시,37.549836,126.885831,37.553082,126.883863
8616,월드컵대교 남단접속교(강북방향),서울특별시,37.552847,126.883639,37.550521,126.882443
8617,월드컵대교 북단연결로 RAMP-D교,서울특별시,37.559859,126.887126,37.562754,126.88925
8618,월드컵대교 북단연결로 RAMP-E교,서울특별시,37.55875,126.886553,37.560474,126.890025
8619,월드컵대교 북단접속교(강남방향),서울특별시,37.561543,126.888006,37.562469,126.886488
8620,월드컵대교 북단접속교(강북방향),서울특별시,37.559885,126.887368,37.560446,126.890208
8621,월드컵대교 주경간교,서울특별시,37.559827,126.887325,37.553159,126.883732
8622,사성교(오류IC방향),서울특별시,37.491997,126.872415,37.492407,126.868829
8623,사성교(구로IC방향),서울특별시,37.492471,126.869434,37.492069,126.872284
8624,사당IC교(성산방향),서울특별시,37.470461,126.989283,37.469938,126.982704
8625,사당IC교(수서방향),서울특별시,37.469611,126.982795,37.470261,126.989453
8626,선암교(성산방향),서울특별시,37.4606,127.023623,37.462772,127.017622
8627,선암교(수서방향),서울특별시,37.4606,127.023657,37.462484,127.017447
8628,아치울교(사가정),서울특별시,37.576116,127.12458,37.576528,127.123904
8629,아치울교(암사),서울특별시,37.576354,127.123748,37.576054,127.124457
8630,장자천교(사가정방향),서울특별시,37.574944,127.126289,37.575783,127.12513
8631,장자천교(암사방향),서울특별시,37.575653,127.124971,37.574922,127.126085
8632,선암고가교,서울특별시,37.459519,127.020599,37.460788,127.019995
8641,동부간선진출램프교,서울특별시,37.4851,127.108946,37.480885,127.11232
8642,진입로C,서울특별시,37.509527,126.861631,37.510731,126.860908
8643,신정양천 정문 진입로,서울특별시,37.510542,126.867095,37.509344,126.864991
8644,신정양천 중문 진입로,서울특별시,37.509491,126.865073,37.510538,126.866835
8645,신정양천 후문진입로,서울특별시,37.511897,126.863926,37.511129,126.862152
8646,탄천우안 진출램프,서울특별시,37.484082,127.113456,37.480881,127.116142
8647,잠수교,서울특별시,37.511568,126.998013,37.517933,126.994923
8648,신영교,서울특별시,37.601751,126.961129,37.601713,126.961599
8649,평창3교,서울특별시,37.613385,126.977736,37.613419,126.977954
8650,평창4교,서울특별시,37.614942,126.97953,37.615282,126.979595
8651,평창5교,서울특별시,37.615014,126.97963,37.615458,126.979904
8652,옥천제3교,서울특별시,37.599083,126.956759,37.599221,126.956532
8653,도닥다리교,서울특별시,37.54835,126.982316,37.548571,126.982245
8654,이촌고가차도,서울특별시,37.525649,126.956768,37.524303,126.95863
8655,살곶이다리,서울특별시,37.552593,127.047205,37.553844,127.045778
8656,안감교,서울특별시,37.578363,127.026677,37.578473,127.026915
8657,청량리역구내민자역사고가도로 A Line,서울특별시,37.581174,127.047102,37.580866,127.051166
8658,청량리역구내민자역사고가도로 B Line ,서울특별시,37.58112,127.047125,37.580884,127.051132
8659,청량차도육교,서울특별시,37.586622,127.046968,37.586847,127.047045
8660,배봉차도육교,서울특별시,37.578339,127.063527,37.578172,127.063552
8661,번창교,서울특별시,37.642199,127.031547,37.642514,127.031864
8662,신창교,서울특별시,37.633009,127.038932,37.633241,127.039408
8663,누원1교,서울특별시,37.68052,127.044639,37.680626,127.044537
8664,무수교,서울특별시,37.678425,127.040431,37.678599,127.040125
8665,상도교,서울특별시,37.686241,127.050734,37.686673,127.051755
8666,서원내다리,서울특별시,37.686339,127.041055,37.686202,127.040964
8667,제1무수교,서울특별시,37.677794,127.035941,37.677892,127.035732
8668,모래말본교,서울특별시,37.662021,127.04462,37.662232,127.044586
8669,방학동725교,서울특별시,37.660824,127.050708,37.661023,127.050677
8670,근화교,서울특별시,37.651721,127.014454,37.651685,127.014828
8671,백운교,서울특별시,37.655541,127.014171,37.655546,127.014426
8672,쌍수교,서울특별시,37.654496,127.014321,37.654507,127.014505
8673,어울교,서울특별시,37.660933,127.03638,37.661055,127.036366
8674,우이천교,서울특별시,37.658156,127.014532,37.658127,127.014721
8675,누원교,서울특별시,37.679819,127.043564,37.680104,127.043531
8676,수원교,서울특별시,37.68291,127.043453,37.68319,127.043499
8677,만세교,서울특별시,37.677058,127.029703,37.677067,127.029561
8678,세일교,서울특별시,37.676485,127.032108,37.676542,127.031867
8679,제2무수교,서울특별시,37.679023,127.042341,37.679216,127.042164
8680,쌍우교,서울특별시,37.649583,127.014669,37.64973,127.014961
8681,제일시장앞교,서울특별시,37.661672,127.037752,37.661856,127.037712
8682,모래말1교,서울특별시,37.661289,127.048887,37.661541,127.04887
8683,쌍문동709앞교,서울특별시,37.661685,127.039185,37.661829,127.039194
8684,제3무수교,서울특별시,37.678352,127.037411,37.678514,127.037309
8685,쌍문707교,서울특별시,37.661644,127.040908,37.661801,127.040919
8686,모래말2교,서울특별시,37.662097,127.04492,37.662291,127.044909
8687,방학동674-35교,서울특별시,37.661707,127.038517,37.661838,127.038511
8688,방학동675-20교,서울특별시,37.661666,127.039953,37.661824,127.039967
8689,신도봉교,서울특별시,37.680336,127.047553,37.680656,127.047686
8690,석천교,서울특별시,37.661334,127.01479,37.661352,127.014563
8691,쌍문294교,서울특별시,37.660717,127.035626,37.6606,127.035711
8692,창번2교,서울특별시,37.638612,127.034488,37.638499,127.034097
8693,창번교,서울특별시,37.635611,127.038197,37.635543,127.037801
8694,누원교마을마당,서울특별시,37.679746,127.043378,37.679998,127.043324
8695,구묵동교,서울특별시,37.618074,127.078872,37.618313,127.078756
8696,초안교,서울특별시,37.630886,127.041622,37.631382,127.041684
8697,새싹교,서울특별시,37.657333,127.071827,37.657358,127.072176
8698,벼루말교,서울특별시,37.619986,127.054268,37.620116,127.054472
8699,노원마을교,서울특별시,37.684744,127.054576,37.685064,127.053239
8700,지축교,서울특별시,37.645213,126.921216,37.646186,126.921249
8701,삼천교,서울특별시,37.644537,126.940063,37.644632,126.94055
8702,신흥상가교,서울특별시,37.595623,126.915607,37.595729,126.914981
8703,옥방아다리,서울특별시,37.634948,126.918932,37.635228,126.918921
8704,물푸레교,서울특별시,37.634352,126.915365,37.634071,126.915376
8705,금방아다리,서울특별시,37.639095,126.917787,37.639104,126.918158
8706,상림교,서울특별시,37.645676,126.927374,37.645945,126.92775
8707,진관교,서울특별시,37.63319,126.922716,37.633348,126.923086
8708,삼각산교,서울특별시,37.644171,126.92916,37.644419,126.929534
8709,하늬버들잎다리,서울특별시,37.632309,126.924603,37.63248,126.924181
8710,새버들잎다리,서울특별시,37.632474,126.926718,37.632738,126.926922
8711,만남의다리,서울특별시,37.631568,126.928487,37.631822,126.928772
8712,구파발교,서울특별시,37.634669,126.920411,37.634696,126.920678
8713,밥할머니교,서울특별시,37.627968,126.935318,37.628193,126.934916
8714,배다리,서울특별시,37.64282,126.917083,37.642762,126.916893
8715,금계수교,서울특별시,37.639814,126.917732,37.63983,126.918012
8716,탑동교,서울특별시,37.641507,126.917217,37.641474,126.917433
8717,방패교,서울특별시,37.64725,126.938333,37.647329,126.938457
8718,서오릉고개 녹지연결로,서울특별시,37.619039,126.905355,37.619177,126.906139
8719,금란교,서울특별시,37.643246,126.916405,37.643403,126.91653
8720,옥란교,서울특별시,37.642142,126.916999,37.642037,126.917347
8721,폭포동교,서울특별시,37.628201,126.934179,37.628001,126.934154
8722,금화1교,서울특별시,37.634354,126.914858,37.634253,126.914849
8723,금화2교,서울특별시,37.634215,126.912903,37.634107,126.912889
8724,비둘기다리,서울특별시,37.639771,126.93616,37.639636,126.936393
8725,코스모스다리,서울특별시,37.637652,126.937782,37.63756,126.937811
8726,증산3교,서울특별시,37.580022,126.906454,37.580288,126.906106
8727,충정2교,서울특별시,37.562431,126.964879,37.562374,126.964503
8728,옥천2교,서울특별시,37.596959,126.950578,37.597004,126.950841
8729,홍은대교,서울특별시,37.597419,126.946779,37.59754,126.946459
8730,옥천교,서울특별시,37.596484,126.954611,37.596334,126.954443
8731,포방교,서울특별시,37.598323,126.948924,37.598469,126.948938
8732,홍은교,서울특별시,37.594346,126.947213,37.59458,126.946677
8733,홍전교,서울특별시,37.596177,126.946652,37.596211,126.946822
8734,홍제3교,서울특별시,37.587962,126.936292,37.588149,126.935933
8735,옥천3교,서울특별시,37.596766,126.956084,37.596737,126.956371
8736,금화터널입구고가교,서울특별시,37.568237,126.94784,37.568093,126.948169
8737,증가로차도육교,서울특별시,37.573225,126.928036,37.573394,126.928342
8738,와우교,서울특별시,37.555386,126.930557,37.555893,126.930927
8739,희망교,서울특별시,37.53761,126.887513,37.53831,126.889548
8740,신정잠수교,서울특별시,37.51857,126.879329,37.518524,126.880237
8741,상오정교,서울특별시,37.537942,126.797176,37.53803,126.797275
8742,개명교,서울특별시,37.481489,126.84993,37.481884,126.850105
8743,개웅교,서울특별시,37.483778,126.853988,37.483612,126.854573
8744,철산2교,서울특별시,37.488053,126.859192,37.487748,126.859775
8745,구로2교,서울특별시,37.491815,126.895075,37.492196,126.895733
8746,신도림교,서울특별시,37.507252,126.893364,37.507528,126.893929
8747,신도림1교,서울특별시,37.509408,126.891562,37.509773,126.892291
8748,새말고가교,서울특별시,37.501407,126.881341,37.501579,126.881717
8749,금천과선교,서울특별시,37.46166,126.890721,37.46199,126.891732
8750,금천한내교,서울특별시,37.460957,126.889711,37.459977,126.887914
8751,독산보도교,서울특별시,37.455467,126.891937,37.455803,126.893029
8752,고구동산교,서울특별시,37.509132,126.953482,37.509091,126.953926
8753,한국냉장앞고가교,서울특별시,37.514426,126.946123,37.515524,126.943825
8754,흑석유수지고가교,서울특별시,37.508195,126.963239,37.508415,126.963499
8755,동방2교,서울특별시,37.471144,126.935128,37.471273,126.935182
8756,문화교,서울특별시,37.477952,126.932946,37.478167,126.933025
8757,삼성교,서울특별시,37.470767,126.941431,37.470877,126.941406
8758,신림4~5동교,서울특별시,37.485436,126.924247,37.485466,126.924589
8759,신림교,서울특별시,37.481723,126.92876,37.481962,126.929002
8760,신성1교,서울특별시,37.470906,126.936816,37.471017,126.93685
8761,신성교,서울특별시,37.470797,126.93772,37.470918,126.937737
8762,신화교,서울특별시,37.475224,126.936674,37.475373,126.936408
8763,양산교,서울특별시,37.473777,126.933959,37.474013,126.933719
8764,화랑교,서울특별시,37.470655,126.938913,37.470772,126.938947
8765,사평로~신반포로 연결 교량반포천2교,서울특별시,37.501765,126.995702,37.500152,126.996522
8766,샘마을육교,서울특별시,37.463683,127.070828,37.463924,127.070992
8767,반포천1교,서울특별시,37.499918,126.996656,37.499726,126.996774
8768,영동4교,서울특별시,37.48704,127.056645,37.488002,127.056338
8769,대왕교,서울특별시,37.4669,127.122077,37.467165,127.123621
8770,휘여울소교,서울특별시,37.465497,127.095122,37.465284,127.095245
8771,실여울교,서울특별시,37.466119,127.099406,37.465783,127.099357
8772,성내7교,서울특별시,37.505533,127.137004,37.505822,127.136343
8773,마천교,서울특별시,37.499994,127.146027,37.499877,127.146281
8774,고덕보도육교,서울특별시,37.560742,127.159821,37.560853,127.159801
8775,신암보도육교,서울특별시,37.554975,127.132819,37.55484,127.132797
8776,암사 보도육교,서울특별시,37.554981,127.12767,37.554819,127.127681
8777,천동 보도육교,서울특별시,37.540699,127.136834,37.540501,127.136969
24072,금천고가교,서울특별시,37.441936,126.899675,37.441936,126.899675
24854,원지2교(부산0),서울특별시,37.441914,127.059142,37.441914,127.059142
24855,원지2교(부산1),서울특별시,37.441914,127.059142,37.441914,127.059142
24856,원지2교(서울0),서울특별시,37.441914,127.059142,37.441914,127.059142
24857,원지2교(서울1),서울특별시,37.441914,127.059142,37.441914,127.059142
24858,원지1교(부산0),서울특별시,37.456747,127.046344,37.456747,127.046344
24859,원지1교(부산1),서울특별시,37.456747,127.046344,37.456747,127.046344
24860,원지1교(서울),서울특별시,37.456747,127.046344,37.456747,127.046344
24861,양재육교(부산),서울특별시,37.463249,127.040142,37.463249,127.040142
24862,양재육교(서울),서울특별시,37.463249,127.040142,37.463249,127.040142
25078,중랑IC3교,서울특별시,37.577292,127.14088,37.577292,127.14088
25227,송파IC교(구리),서울특별시,37.470399,127.125191,37.470399,127.125191
25228,송파IC교(판교0),서울특별시,37.470399,127.125191,37.470399,127.125191
25229,송파IC교(판교1),서울특별시,37.470399,127.125191,37.470399,127.125191
25230,송파IC1교,서울특별시,37.470399,127.125191,37.470399,127.125191
25231,송파IC2교(구리),서울특별시,37.477105,127.132244,37.477105,127.132244
25232,송파IC2교(판교0),서울특별시,37.477105,127.132244,37.477105,127.132244
25233,송파IC2교(판교1),서울특별시,37.477105,127.132244,37.477105,127.132244
25234,송파IC3교,서울특별시,37.477105,127.132244,37.477105,127.132244
25235,사자교(구리0),서울특별시,37.485344,127.13598,37.485344,127.13598
25236,사자교(구리1),서울특별시,37.485344,127.13598,37.485344,127.13598
25237,사자교(판교0),서울특별시,37.485344,127.13598,37.485344,127.13598
25238,사자교(판교1),서울특별시,37.485344,127.13598,37.485344,127.13598
25239,거여고가교(구리0),서울특별시,37.502363,127.143191,37.502363,127.143191
25240,거여고가교(구리1),서울특별시,37.502363,127.143191,37.502363,127.143191
25241,거여고가교(판교),서울특별시,37.502363,127.143191,37.502363,127.143191
25280,상일IC3교,서울특별시,37.550227,127.17893,37.550227,127.17893
25281,상일IC1교,서울특별시,37.550227,127.17893,37.550227,127.17893
25282,상일IC2교,서울특별시,37.550227,127.17893,37.550227,127.17893
25283,상일IC교(구리),서울특별시,37.550227,127.17893,37.550227,127.17893
25284,상일IC교(판교),서울특별시,37.550227,127.17893,37.550227,127.17893
25285,상일IC7교,서울특별시,37.550227,127.17893,37.550227,127.17893
25286,상일IC6교,서울특별시,37.550227,127.17893,37.550227,127.17893
25287,강일교(구리0),서울특별시,37.566883,127.170658,37.566883,127.170658
25288,강일교(구리1),서울특별시,37.566883,127.170658,37.566883,127.170658
25289,강일교(판교0),서울특별시,37.566883,127.170658,37.566883,127.170658
25290,강일교(판교1),서울특별시,37.566883,127.170658,37.566883,127.170658
25291,강동대교(구리0),서울특별시,37.574329,127.164315,37.574329,127.164315
25292,강동대교(구리1),서울특별시,37.574329,127.164315,37.574329,127.164315
25293,강동대교(판교),서울특별시,37.574329,127.164315,37.574329,127.164315
25294,강일IC1교,서울특별시,37.574329,127.164315,37.574329,127.164315
25295,강일IC2교,서울특별시,37.574329,127.164315,37.574329,127.164315
25296,강일IC3교,서울특별시,37.574329,127.164315,37.574329,127.164315
25297,강일IC4교,서울특별시,37.574329,127.164315,37.574329,127.164315
25367,사자교(구리2),서울특별시,37.481143,127.135353,37.481589,127.135484
25368,송파IC4교,서울특별시,37.477076,127.132077,37.477138,127.132212
25369,송파IC5교,서울특별시,37.477053,127.132043,37.477147,127.132178
25370,송파IC6교,서울특별시,37.477026,127.132031,37.477107,127.132144
25371,송파IC7교,서울특별시,37.477026,127.13202,37.477093,127.132127
33064,김포공항IC램프교,서울특별시,37.582063,126.797773,37.582993,126.797362
33066,개화육교(상행선),서울특별시,37.584772,126.795581,37.585733,126.800972
33068,개화교,서울특별시,37.585699,126.808108,37.584853,126.812314
33388,덕릉교(일산),서울특별시,37.675861,127.088412,37.677131,127.085784
33389,덕릉교(퇴계원),서울특별시,37.675551,127.088112,37.67694,127.08528
33697,세곡교(서울),서울특별시,37.463952,127.093194,37.46478,127.092907
33698,헌릉IC1교,서울특별시,37.463026,127.089828,37.463956,127.089865
33699,헌릉IC2교,서울특별시,37.463765,127.089111,37.464058,127.08935
33700,헌릉IC3교,서울특별시,37.464056,127.090978,37.463995,127.091501
33716,세곡교(용인),서울특별시,37.463823,127.092881,37.46472,127.092577
34039,중랑IC1교,서울특별시,37.578649,127.129926,37.578649,127.129926
34044,중랑IC2교,서울특별시,37.590105,127.115069,37.590105,127.115069
34047,중랑IC교(구리),서울특별시,37.608122,127.114831,37.608122,127.114831
34048,중랑IC교(포천),서울특별시,37.608122,127.114831,37.608122,127.114831
34081,중랑IC3교,서울특별시,37.611816,127.114844,37.612364,127.115623
34409,충성교,서울특별시,37.545073,126.821118,37.545291,126.822271
34410,단결교,서울특별시,37.544914,126.821477,37.545032,126.822122
34440,국내선 고가도로 램프구간,서울특별시,37.567065,126.803519,37.566838,126.804962
34442,"국제선 제1고가도로(1,3,4) 램프구간",서울특별시,37.571303,126.803425,37.570493,126.80367
34443,"국제선 제2고가도로(2,5,6,) 램프구간",서울특별시,37.56584,126.80434,37.566802,126.803406
34447,인천공항방향 고가도로,서울특별시,37.570621,126.803845,37.571317,126.803557
34451,구중교,서울특별시,37.523978,127.117163,37.523646,127.117222
34453,무지개다리,서울특별시,37.52518,127.123654,37.524633,127.123602
34454,청룡교,서울특별시,37.522898,127.127324,37.523524,127.127693
34486,공대교량,서울특별시,37.456052,126.94955,37.455401,126.949759
