시군구명,상세주소,Latitude,Longitude
광진구,서울특별시 광진구 뚝섬로 717 구립 자양이스트폴어린이집,37.5341645,127.0782095
광진구,서울특별시 광진구 구의강변로3가길 39 701동 102호,37.5368372,127.0909305
광진구,서울특별시 광진구 영화사로 53 1층,37.5556648,127.0925201
광진구,서울특별시 광진구 뚝섬로 467,37.5341645,127.0782095
광진구,서울특별시 광진구 동일로56가길 31 3층,37.5545939,127.0726932
광진구,서울특별시 광진구 광나루로 458 어린이집,37.5441172,127.080781
광진구,"서울특별시 광진구 능동로 69 어린이집(자양동,자양호반써밋)",37.5374709,127.0688794
광진구,서울특별시 광진구 동일로76길 59,37.5681367,127.0819405
광진구,서울특별시 광진구 아차산로44가길 5 (자양동 231-51),37.5362081,127.0799006
광진구,서울특별시 광진구 뚝섬로58길 56 101호,37.5298506,127.0853143
광진구,서울특별시 광진구 천호대로123길 4-4,37.5552349,127.0871708
광진구,서울특별시 광진구 구의로4길 21 구의동,37.5401632,127.0908338
광진구,서울특별시 광진구 광나루로 525 3층,37.5451608,127.0879358
광진구,"서울특별시 광진구 능동로 19 101동 103호(자양동,한강현대아파트)",37.5330405,127.0667952
광진구,서울특별시 광진구 뚝섬로56가길 10 (자양2동 현대3차 301-105),37.5285792,127.0834469
광진구,서울특별시 광진구 동일로56길 15 (군자동),37.5568555,127.0750693
광진구,"서울특별시 광진구 아차산로 549 1008동 101호(광장동,현대파크빌)",37.5520642,127.1113539
광진구,서울특별시 광진구 뚝섬로34길 25-19 1006동 102호,37.5334492,127.0704997
광진구,서울특별시 광진구 광나루로56길 32 구의현대아파트 202동 103호,37.5380348,127.0966531
광진구,"서울특별시 광진구 아차산로 503-23 104동 113호(광장동, 청구아파트)",37.550654,127.1103517
광진구,"서울특별시 광진구 광나루로 545 110동 1층(구의동, 래미안파크스위트)",37.5458169,127.0900942
광진구,"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트 213동 102호)",37.5392006,127.0972946
광진구,서울특별시 광진구 자양로9길 30 (자양동 629-40),37.5336175,127.0828085
광진구,서울특별시 광진구 군자로12길 6-4 (군자동 363-28),37.5507003,127.071358
광진구,"서울특별시 광진구 능동로4길 41 701동 101호(자양동, 자양7차현대홈타운)",37.5397804,127.069485
광진구,서울특별시 광진구 천호대로112길 55 능동주민센터 1층(능동 232-4),37.5537168,127.0805313
광진구,서울특별시 광진구 동일로 242 (군자동),37.5529372,127.0768995
광진구,서울특별시 광진구 아차산로 537-17 광장힐스테이트 관리동,37.5433454,127.0997083
광진구,"서울특별시 광진구 아차산로 552 2동105호(광장동, 광장극동아파트)",37.551755,127.1103618
광진구,"서울특별시 광진구 아차산로 503-23 102동 102호(광장동,청구아파트)",37.5516182,127.1109471
광진구,서울특별시 광진구 자양로23길 79,37.5438551,127.0837845
광진구,"서울특별시 광진구 천호대로 716 102동 102호(구의동, 휴먼시아아파트)",37.5478556,127.0930755
광진구,서울특별시 광진구 천호대로120길 32,37.5528073,127.0859664
광진구,서울특별시 광진구 긴고랑로8길 76,37.5603022,127.0772262
광진구,서울특별시 광진구 아차산로69길 19 현대아파트 902동 104호,37.5425096,127.0977483
광진구,"서울특별시 광진구 아차산로70길 62 305동 102호(광장현대3단지아파트, 광장동)",37.5406134,127.09857
광진구,"서울특별시 광진구 능동로48길 49 101호(중곡동, 웰빙아파트)",37.5581502,127.092701
광진구,서울특별시 광진구 광나루로56길 32 구의현대2단지아파트 215동 104호(구의3동),37.5392006,127.0972946
광진구,서울특별시 광진구 자양번영로2길 30-1 (자양동),37.5300732,127.0766735
광진구,서울특별시 광진구 천호대로122길 30 1층,37.5523152,127.0872073
광진구,서울특별시 광진구 아차산로44가길 5 (자양1동231-51),37.5362081,127.0799006
광진구,서울특별시 광진구 긴고랑로37길 8 (중곡동),37.5593016,127.0902144
광진구,서울특별시 광진구 구의강변로 42 101동 108호,37.5353396,127.0929309
광진구,"서울특별시 광진구 아차산로 599 106동 101호(광장동, 신동아파밀리에)",37.5520642,127.1113539
광진구,"서울특별시 광진구 아차산로 522 802동 101호 (현대아파트 8단지, 광장동)",37.5419395,127.0996713
광진구,서울특별시 광진구 구의강변로5길 18 (구의동),37.5384208,127.092826
광진구,서울특별시 광진구 용마산로5길 30 (중곡동),37.5576428,127.0860434
광진구,서울특별시 광진구 자양로35길 7-6 101호(구의동),37.5469336,127.0865687
광진구,"서울특별시 광진구 아차산로 549 1008동 101호(광장동,현대파크빌)",37.5520642,127.1113539
광진구,"서울특별시 광진구 광나루로56길 29 11동 102호(구의동, 현대프라임아파트)",37.5373973,127.0976212
광진구,"서울특별시 광진구 자양로3길 55 101호(자양동, 경남아너스빌)",37.5294772,127.0839274
광진구,"서울특별시 광진구 아차산로 552 7동 103호(광장동, 극동아파트)",37.5431583,127.1041888
광진구,서울특별시 광진구 영화사로9길 95-2 (중곡동),37.5577589,127.0956311
광진구,서울특별시 광진구 용마산로30길 17 (중곡동),37.5687667,127.0869606
광진구,서울특별시 광진구 동일로38길 8 1층(군자동),37.5513524,127.0698952
광진구,서울특별시 광진구 아차산로 537-17 광장힐스테이트 관리동 (광장동),37.5433454,127.0997083
광진구,서울특별시 광진구 자양번영로 48 (자양동),37.5337708,127.0761036
광진구,서울특별시 광진구 동일로76길 59 (중곡동),37.5604777,127.0883289
광진구,"서울특별시 광진구 뚝섬로52마길 56 102동101호(자양동,로얄동아파트)",37.5282013,127.0814033
광진구,서울특별시 광진구 자양로33길 50 (구의동),37.5478849,127.0866434
광진구,"서울특별시 광진구 광나루로56길 32 208동105호(구의동,구의현대아파트)",37.5386271,127.0958742
광진구,서울특별시 광진구 긴고랑로17길 8 (중곡동),37.5627471,127.0841737
광진구,"서울특별시 광진구 아차산로39길 11 101호(자양동,성진빌리지)",37.5385217,127.0769094
광진구,"서울특별시 광진구 긴고랑로36길 27-7 101호(중곡동, 대성빌라)",37.5582645,127.0901522
광진구,"서울특별시 광진구 아차산로 552 1동103호(광장동, 극동아파트)",37.5431583,127.1041888
광진구,서울특별시 광진구 자양로19길 60 1층(자양동),37.5383244,127.0802054
광진구,서울특별시 광진구 능동로3길 53 1동 102호(자양동),37.5307713,127.0635679
광진구,"서울특별시 광진구 아차산로 552 11동 101호(광장동, 극동아파트)",37.5520642,127.1113539
광진구,"서울특별시 광진구 아차산로 552 6동 109호(광장동, 극동아파트)",37.5512745,127.1101454
광진구,서울특별시 광진구 아차산로53길 53 (구의1동 257-15),37.5387941,127.086003
광진구,서울특별시 광진구 구의로4길 21 (구의동),37.5401632,127.0908338
광진구,서울특별시 광진구 뚝섬로34길 25-19 현대10차아파트 1003동 101호(자양동),37.5334492,127.0704997
광진구,서울특별시 광진구 자양로 179 (구의동 254-86),37.5437505,127.0843953
광진구,서울특별시 광진구 자양로42길 20-6 (실제주소)자양로42길 20-10 101호,37.5486734,127.0908614
광진구,서울특별시 광진구 긴고랑로46나길 4,37.5598377,127.0954739
광진구,서울특별시 광진구 구의강변로3길 7-6,37.535573,127.0913259
광진구,"서울특별시 광진구 아차산로 503-23 104동 113호(광장동, 청구아파트)",37.550654,127.1103517
광진구,"서울특별시 광진구 자양로 323 나동 101동(구의동, 궁전빌라)",37.541901,127.0912925
광진구,"서울특별시 광진구 뚝섬로35길 14 (자양동, 한라아파트, 상가 B동 101호",37.5352903,127.0704614
광진구,서울특별시 광진구 능동로 352 1층,37.5606835,127.0817237
광진구,서울특별시 광진구 능동로 352 1층(중곡동),37.5606835,127.0817237
광진구,서울특별시 광진구 능동로38길 38 (중곡동),37.56212,127.084486
광진구,서울특별시 광진구 워커힐로 177 (광장동),37.5551679,127.1114168
광진구,"서울특별시 광진구 능동로4길 41 701동 101호(자양동, 자양7차현대홈타운)",37.5397804,127.069485
광진구,서울특별시 광진구 군자로 101 (군자동),37.552303,127.0712526
광진구,"서울특별시 광진구 뚝섬로56가길 10 301동 105호(자양동, 현대3차아파트)",37.5285792,127.0834469
광진구,"서울특별시 광진구 뚝섬로33길 20 (자양3동, 한라아파트 101동 104호)",37.5356572,127.0700386
광진구,"서울특별시 광진구 뚝섬로 576 201동 107호(자양동, 우성2차아파트)",37.5332679,127.073985
광진구,"서울특별시 광진구 아차산로36길 35 702-105(자양동,우성7차아파트 )",37.5363514,127.0745967
광진구,서울특별시 광진구 뚝섬로22길 89 가동 103호(자양동),37.5343536,127.0624531
광진구,서울특별시 광진구 뚝섬로40길 63-10 (자양동),37.531041,127.0719443
광진구,서울특별시 광진구 뚝섬로47길 33 (자양동),37.5339206,127.0786869
광진구,서울특별시 광진구 자양로3길 60 (자양동),37.5297134,127.0832563
광진구,서울특별시 광진구 자양로6길 9 (자양동),37.5321,127.0864273
광진구,"서울특별시 광진구 천호대로 716 102동 102호(구의동,휴먼시아 아파트)",37.5478556,127.0930755
광진구,서울특별시 광진구 자양번영로 17 (자양동),37.5312533,127.0748645
광진구,서울특별시 광진구 뚝섬로52마길 66 (자양동),37.5285887,127.0820298
광진구,서울특별시 광진구 천호대로129길 27 (중곡동),37.5530601,127.0909877
광진구,서울특별시 광진구 아차산로 552 (광장동) 극동아파트 6동 105호,37.5431583,127.1041888
광진구,서울특별시 광진구 뚝섬로40길 63-10 (자양동),37.531041,127.0719443
광진구,서울특별시 광진구 긴고랑로11길 23 (중곡동),37.5642945,127.0817411
광진구,서울특별시 광진구 뚝섬로43길 14 (자양동),37.5334182,127.0769777
광진구,서울특별시 광진구 아차산로69길 32 광장동 413동 20호(광장동),37.5434321,127.0986838
광진구,"서울특별시 광진구 광장로1나길 4 107호(광장동, 동부빌라)",37.5484085,127.1025305
광진구,서울특별시 광진구 면목로5길 54 (군자동),37.5562267,127.0730384
광진구,서울특별시 광진구 광장로 65 (광장동),37.5475267,127.1043079
광진구,"서울특별시 광진구 능동로 19 101동 103호(자양동, 한강현대아파트)",37.5330405,127.0667952
광진구,서울특별시 광진구 용마산로12길 5 (중곡동),37.5609618,127.0878168
광진구,서울특별시 광진구 자양로53길 110 101호(중곡동),37.5571675,127.0893131
광진구,서울특별시 광진구 천호대로116길 22-12 (능동),37.5544955,127.0832153
광진구,서울특별시 광진구 영화사로 53 (중곡동),37.5556648,127.0925201
광진구,서울특별시 광진구 능동로51길 17 (중곡동),37.5595632,127.0837723
광진구,서울특별시 광진구 자양번영로10길 3 (자양동),37.5362797,127.0768909
광진구,서울특별시 광진구 자양로50가길 12-3 (구의동),37.5524535,127.0937551
광진구,"서울특별시 광진구 아차산로 549 1003동 101호(광장동, 현대파크빌)",37.5520642,127.1113539
광진구,서울특별시 광진구 뚝섬로46길 53 (자양동),37.5303763,127.0764387
광진구,"서울특별시 광진구 면목로4길 3 101호(군자동, 동산골든빌라)",37.5558078,127.0760697
광진구,"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트 213동 102호)",37.5392006,127.0972946
광진구,서울특별시 광진구 자양로 238 (구의2동),37.5477094,127.0886036
광진구,서울특별시 광진구 면목로 164 (중곡동),37.5677519,127.0824705
광진구,서울특별시 광진구 긴고랑로36길 15 (중곡동),37.5583679,127.0895236
광진구,서울특별시 광진구 긴고랑로44길 34 (중곡동),37.5586666,127.0946576
광진구,서울특별시 광진구 천호대로102길 41 (군자동),37.5565145,127.074812
광진구,서울특별시 광진구 뚝섬로58길 56 (자양동),37.5298506,127.0853143
광진구,서울특별시 광진구 용마산로7길 39 (중곡동),37.559484,127.0854675
광진구,서울특별시 광진구 자양로 180-1 (구의동),37.5436461,127.0849747
광진구,서울특별시 광진구 동일로80길 30 (중곡동),37.5641382,127.083824
광진구,"서울특별시 광진구 구의강변로 94 601동 105호(구의동, 구의현대6단지아파트)",37.5384981,127.0946643
광진구,서울특별시 광진구 영화사로5길 15 (중곡동),37.5569547,127.091782
광진구,서울특별시 광진구 뚝섬로52다길 17 (자양동),37.5302417,127.0799286
광진구,서울특별시 광진구 군자로 28 (화양동),37.5458031,127.0708057
광진구,서울특별시 광진구 자양로51길 11-12 (구의동),37.5533657,127.0923343
광진구,서울특별시 광진구 동일로56길 15 (군자동),37.5568555,127.0750693
광진구,서울특별시 광진구 자양로 55 (자양동),37.5349887,127.0637485
광진구,"서울특별시 광진구 아차산로 451 101동 105호(구의동, 세림리오빌)",37.5388458,127.0908482
광진구,서울특별시 광진구 뚝섬로58가길 26-4 (자양동),37.5305145,127.083319
광진구,서울특별시 광진구 동일로56나길 16 (군자동),37.5561964,127.0746442
광진구,"서울특별시 광진구 자양로 55 2동 15호(자양동, 자양)",37.5389127,127.0692889
광진구,서울특별시 광진구 긴고랑로8길 14 (중곡동),37.5627696,127.0786262
광진구,서울특별시 광진구 용마산로 185 (중곡동),37.5702334,127.0858835
광진구,"서울특별시 광진구 아차산로36길 39 3동 1호(자양동, 자양우성7차아파트)",37.5363514,127.0745967
광진구,서울특별시 광진구 천호대로123길 34 (중곡동),37.5566848,127.0868114
광진구,서울특별시 광진구 긴고랑로10길 58 (중곡동),37.5616717,127.0797388
광진구,서울특별시 광진구 자양로13길 52 (자양동),37.5342066,127.0815136
광진구,서울 광진구 구의2동 20-17,37.5545159,127.0964894
광진구,서울특별시 광진구 능동로48길 56 (중곡동),37.560053,127.0868129
광진구,"서울특별시 광진구 뚝섬로36길 18 1006동 102호(자양동, 자양현대홈타운10차아파트)",37.5334492,127.0704997
광진구,서울특별시 광진구 자양로 297 (구의동),37.5522297,127.0923365
광진구,서울특별시 광진구 뚝섬로28길 13 (자양4동45-2),37.5357502,127.0652686
광진구,"서울특별시 광진구 동일로40길 34 101동101호(군자동,호동아파트)",37.5512605,127.0708889
광진구,서울특별시 광진구 동일로18길 57 (자양동),37.534094,127.0646745
광진구,서울특별시 광진구 용마산로8길 30 (중곡동),37.5595115,127.0892938
광진구,서울특별시 광진구 긴고랑로7길 65 (중곡동),37.566214,127.0804787
광진구,서울특별시 광진구 동일로38길 8 (군자동),37.5569233,127.0747374
광진구,서울특별시 광진구 자양번영로3길 15 (자양동),37.5317106,127.0742065
광진구,서울특별시 광진구 용마산로 152 (중곡동),37.567174,127.0865292
광진구,서울특별시 광진구 면목로 12 (군자동),37.5552392,127.0756981
광진구,서울특별시 광진구 군자로 176 (군자동),37.5562143,127.0778949
광진구,서울특별시 광진구 뚝섬로31길 43 (자양동),37.5375337,127.0681859
광진구,서울특별시 광진구 용마산로8가길 75 (중곡동),37.5630279,127.0881485
광진구,서울특별시 광진구 뚝섬로57길 48 (자양동),37.5338251,127.0826479
광진구,서울특별시 광진구 용마산로 104 (중곡동),37.5628972,127.0872705
광진구,서울특별시 광진구 천호대로116길 22-14 (능동),37.5545374,127.0831067
광진구,"서울특별시 광진구 아차산로 503 902동 104호(광장동, 광장현대9차아파트)",37.5517285,127.1106221
광진구,서울특별시 광진구 동일로26길 51 (화양동),37.5451356,127.0724395
광진구,서울특별시 광진구 동일로26길 41 (화양동),37.5453428,127.066348
광진구,서울특별시 광진구 뚝섬로35길 32 306동 102호(자양동),37.5360139,127.0716472
광진구,서울특별시 광진구 광나루로 441 (능동),37.5468015,127.0778337
광진구,서울특별시 광진구 자양로50길 74 (구의2동),37.5527558,127.096394
광진구,서울특별시 광진구 자양로 253-1 (구의동),37.5492164,127.0892763
광진구,서울특별시 광진구 아차산로 400 광진구청 4층 (자양동),37.531692,127.074516
광진구,"서울특별시 광진구 영화사로7길 4 4동 103호(중곡동,삼보드림아파트)",37.5559276,127.092392
광진구,"서울특별시 광진구 군자로12길 46 101동 101호(군자동,일성파크아파트 )",37.5513161,127.0725996
광진구,"서울특별시 광진구 아차산로 503-23 104동 113호(광장동, 청구아파트)",37.550654,127.1103517
광진구,서울특별시 광진구 긴고랑로36길 65 101호 (중곡동),37.556934,127.0915709
광진구,서울특별시 광진구 능동로17길 43 (화양동),37.545078,127.0724959
광진구,"서울특별시 광진구 아차산로 549 1008동 103호(광장동, 현대파크빌)",37.5438979,127.1014612
광진구,서울특별시 광진구 구의로 47-6 하얀나라(구의동),37.5414001,127.0900351
광진구,서울특별시 광진구 천호대로111길 40 (중곡동),37.5580582,127.0829484
광진구,서울특별시 광진구 뚝섬로52마길 66 (자양동),37.5285887,127.0820298
광진구,서울특별시 광진구 아차산로40길 34-1 (자양동),37.5377147,127.0643484
광진구,서울특별시 광진구 자양로38길 43 (구의2동),37.5467705,127.0903151
광진구,"서울특별시 광진구 아차산로70길 62 305동 102호(광장동, 현대3단지아파트)",37.5516182,127.1109471
광진구,"서울특별시 광진구 아차산로70길 62 304동 102호(광장동, 현대3단지아파트)",37.5516182,127.1109471
광진구,서울특별시 광진구 뚝섬로55길 9 (자양1동),37.5319327,127.0823394
광진구,서울특별시 광진구 영화사로 68 (구의2동),37.5546405,127.0933985
광진구,서울특별시 광진구 자양로48길 31 (구의동),37.5514567,127.0936882
광진구,서울특별시 광진구 뚝섬로52마길 32 (자양동),37.5288547,127.0800218
광진구,서울특별시 광진구 용마산로3길 91-4 (중곡동),37.5570059,127.0830529
광진구,서울특별시 광진구 군자로17길 11 (군자동),37.5558326,127.076586
광진구,"서울특별시 광진구 능동로48길 49 101호(중곡동, 웰빙아파트)",37.5581502,127.092701
광진구,서울특별시 광진구 군자로3길 27 (화양동),37.5441826,127.0700472
광진구,"서울특별시 광진구 광나루로56길 32 215동 104호(구의동, 구의현대2단지아파트)",37.5392006,127.0972946
광진구,서울특별시 광진구 광나루로 527 (구의2동),37.5451499,127.088283
광진구,서울특별시 광진구 뚝섬로 702-11 (자양2동),37.5327243,127.0876098
광진구,"서울특별시 광진구 능동로4길 41 704동 105호(자양동, 자양현대홈타운7차아파트)",37.5329295,127.0697115
광진구,서울특별시 광진구 긴고랑로7길 69 (중곡동),37.5663303,127.0805436
광진구,서울특별시 광진구 긴고랑로 149-7 (중곡동),37.55908,127.0915663
광진구,서울특별시 광진구 능동로30길 18 (smdehd),37.5537521,127.0787323
광진구,서울특별시 광진구 능동로50길 23 (중곡동),37.5594545,127.0830288
광진구,서울특별시 광진구 광나루로 450 (화양동),37.5452124,127.0792957
광진구,서울특별시 광진구 동일로 242 (군자동),37.5529372,127.0768995
광진구,"서울특별시 광진구 영화사로9길 32 A동 104호(중곡동, 현대하이츠빌라)",37.5561215,127.0932641
광진구,서울특별시 광진구 답십리로78길 26 (중곡동),37.5704053,127.0810589
광진구,서울특별시 광진구 자양번영로3길 6 (자양동),37.5317836,127.0747456
광진구,서울특별시 광진구 자양로47길 11 (구의2동),37.5522207,127.0918032
광진구,서울특별시 광진구 자양번영로 27 (자양동),37.5321118,127.0750651
광진구,"서울특별시 광진구 자양번영로4길 13 (자양동, 평강침례교회)",37.5315408,127.0760721
광진구,서울특별시 광진구 자양로3가길 26 (자양동),37.5288513,127.084505
광진구,서울특별시 광진구 능동로40길 22 (중곡동),37.5577814,127.0813379
광진구,서울특별시 광진구 자양로 297 (구의2동),37.5522297,127.0923365
광진구,서울특별시 광진구 능동로 247-1 (군자동),37.5524835,127.0766376
광진구,서울특별시 광진구 동일로56길 32 (군자동),37.556611,127.0753682
광진구,서울특별시 광진구 뚝섬로57길 48 101호(극동하이빌),37.5338251,127.0826479
광진구,서울특별시 광진구 광나루로16길 14 동부연립 19동 B101호(화양동),37.547063,127.0690353
광진구,"서울특별시 광진구 천호대로127길 33 103호(중곡동, 선화빌라11차)",37.5541339,127.0904456
광진구,서울특별시 광진구 아차산로 549 현대파크빌단지내(광장동),37.5438979,127.1014612
광진구,서울특별시 광진구 뚝섬로 698 (자양동),37.5328846,127.0867839
광진구,"서울특별시 광진구 광나루로56길 32 207동 105호(구의동, 구의현대2단지아파트)",37.5392006,127.0972946
광진구,서울특별시 광진구 자양로50길 18 (구의동),37.5519443,127.0933075
광진구,서울특별시 광진구 자양로15길 62 (자양동),37.535256,127.0802057
광진구,서울특별시 광진구 자양로26길 9 (구의동),37.5419453,127.0847633
광진구,서울특별시 광진구 답십리로82길 5 (중곡동),37.5711685,127.082912
광진구,서울특별시 광진구 아차산로63길 27 (구의동),37.5471428,127.0897954
광진구,서울특별시 광진구 광나루로37길 8 (구의2동),37.545292,127.0876853
광진구,서울특별시 광진구 능동로4길 88 (자양동),37.5308807,127.0711483
광진구,서울특별시 광진구 자양로26길 92-10 (구의동),37.5400063,127.0887175
광진구,서울특별시 광진구 용마산로3길 62 (중곡동),37.5567009,127.0848344
광진구,"서울특별시 광진구 구의강변로3가길 39 701동 102호(구의동,7단지 현대아파트 )",37.5368372,127.0909305
광진구,서울특별시 광진구 광나루로56길 32 구의현대아파트 202동 103호,37.5380348,127.0966531
광진구,서울특별시 광진구 아차산로66길 8 (광장동),37.5558205,127.1115162
광진구,서울특별시 광진구 자양로45길 93 2층(중곡동),37.5551721,127.0897189
광진구,서울특별시 광진구 동일로4길 52 (자양동),37.536397,127.0625505
광진구,서울특별시 광진구 동일로56가길 31 (군자동),37.5545939,127.0726932
광진구,서울특별시 광진구 동일로66길 13 (중곡동),37.5616911,127.0760213
광진구,서울특별시 광진구 능동로43길 27-14 (중곡동),37.5606182,127.0829277
광진구,서울특별시 광진구 자양로43길 115 (중곡동),37.5555953,127.0889584
광진구,서울특별시 광진구 긴고랑로26길 31 (중곡동),37.5591116,127.0849837
광진구,서울특별시 광진구 천호대로114길 47 (능동),37.5535746,127.081947
광진구,서울특별시 광진구 용마산로3길 60 (중곡동),37.5565943,127.084988
광진구,서울특별시 광진구 능동로59길 26 1층 (중곡동),37.5688954,127.0843072
광진구,서울특별시 광진구 긴고랑로 148 (중곡동),37.5585836,127.0910951
광진구,서울특별시 광진구 긴고랑로7길 73 (중곡동),37.5665723,127.0806756
광진구,서울특별시 광진구 자양로13다길 31 (자양동),37.5329631,127.0780927
광진구,서울특별시 광진구 능동로 447 (중곡동),37.563544,127.0888304
광진구,서울특별시 광진구 광나루로44길 23 (구의동),37.5431665,127.0914625
광진구,서울특별시 광진구 광나루로26길 39 (화양동),37.5448994,127.0732212
광진구,서울특별시 광진구 아차산로36길 55 (자양동),37.5354085,127.0635106
광진구,서울특별시 광진구 동일로20길 20 (자양동),37.5411181,127.0647455
광진구,서울특별시 광진구 아차산로46가길 35 (자양동),37.5361339,127.0829171
광진구,서울특별시 광진구 아차산로55길 59 (구의동),37.548792,127.0920565
광진구,서울특별시 광진구 동일로4가길 2 (자양동),37.5361073,127.0621995
광진구,서울특별시 광진구 영화사로5길 15 (중곡동),37.5569547,127.091782
광진구,서울특별시 광진구 아차산로30길 25-10 (자양동),37.5397507,127.0661336
광진구,"서울특별시 광진구 광나루로56길 5 2동 104호(구의동, 현대프라임아파트)",37.5373973,127.0976212
광진구,서울특별시 광진구 뚝섬로52라길 39-3 (자양동),37.5296052,127.0808128
광진구,서울특별시 광진구 천호대로123길 4-4 (중곡동),37.5552349,127.0871708
광진구,서울특별시 광진구 능동로4길 17 (자양동),37.5380525,127.068401
광진구,"서울특별시 광진구 용마산로4길 18 101호(중곡동, 정수아트빌)",37.5563351,127.0892302
광진구,"서울특별시 광진구 아차산로 552 2동 105호(광장동, 극동아파트)",37.551755,127.1103618
광진구,서울특별시 광진구 능동로48길 64 (중곡동) 운형빌라 101호,37.5617919,127.0860595
광진구,서울특별시 광진구 뚝섬로 609 (자양동),37.532837,127.0774765
광진구,서울특별시 광진구 천호대로117길 51 (중곡동),37.5572139,127.0851608
광진구,서울특별시 광진구 자양로45길 16 (구의2동),37.5519521,127.09143
광진구,서울특별시 광진구 동일로28길 45 (화양동),37.5430098,127.0664847
광진구,서울특별시 광진구 자양로44길 91 (구의동),37.5501934,127.0962643
광진구,서울특별시 광진구 뚝섬로33길 20 (자양동),37.5356572,127.0700386
광진구,"서울특별시 광진구 능동로3길 17 101동 106호(자양동, 한강성원아파트)",37.5331516,127.0660452
광진구,서울특별시 광진구 면목로 89-1 (중곡동),37.5617781,127.0786758
광진구,서울특별시 광진구 아차산로 304 원일교회내(자양동),37.5378186,127.0765801
광진구,서울특별시 광진구 자양로50가길 41 (구의동),37.5537318,127.0943578
광진구,서울특별시 광진구 동일로 456 성수교회 2층 1호(중곡동),37.570675,127.0802372
광진구,서울특별시 광진구 자양로 72 (자양동),37.5342104,127.0869761
광진구,서울특별시 광진구 동일로26길 47 (화양동),37.5417349,127.0680558
광진구,서울특별시 광진구 광나루로54길 36 (구의동),37.5393442,127.0951136
광진구,서울특별시 광진구 자양로3길 70 (자양동),37.5295085,127.0828485
광진구,서울특별시 광진구 영화사로 105 (구의동),37.5540563,127.0977109
광진구,서울 광진구 광나루로44길 9 (구의3동 203-26),37.5438645,127.0916301
광진구,서울특별시 광진구 아차산로46가길 23 (자양동) 101호,37.5363272,127.0822544
광진구,서울특별시 광진구 동일로 458 (중곡동),37.5658689,127.0757294
광진구,서울특별시 광진구 능동로13길 108 (화양동),37.5459021,127.0722751
광진구,서울특별시 광진구 아차산로66길 8 (광장동),37.5558205,127.1115162
광진구,서울특별시 광진구 광나루로15길 17 (군자동),37.5490773,127.0694283
광진구,서울특별시 광진구 천호대로102길 18 (군자동),37.5574015,127.0750052
광진구,서울특별시 광진구 아차산로32길 17 (자양동),37.5414731,127.0652994
광진구,서울특별시 광진구 아차산로40길 9 (자양동),37.5402264,127.0674052
광진구,서울특별시 광진구 광나루로40길 78 (구의동),37.5413438,127.0886973
광진구,서울특별시 광진구 자양로26길 50 (구의동),37.5410171,127.086652
광진구,서울특별시 광진구 자양로30길 15 (구의동),37.5438322,127.0858201
광진구,서울특별시 광진구 자양로 134 (구의동),37.5396334,127.0834414
광진구,서울특별시 광진구 긴고랑로8길 60 (중곡동),37.5609381,127.0776063
광진구,서울특별시 광진구 자양로4길 26 (자양동),37.5319175,127.0876418
광진구,"서울특별시 광진구 광나루로56길 32 207동 106호(구의동, 구의현대2단지아파트)",37.5392006,127.0972946
광진구,"서울특별시 광진구 아차산로 503-23 102-102호(광장동, 청구아파트)",37.5516182,127.1109471
광진구,서울특별시 광진구 긴고랑로 149-8 (중곡동),37.5590745,127.091857
광진구,서울특별시 광진구 구의강변로3길 31 (구의동),37.5362022,127.0903386
광진구,서울특별시 광진구 자양번영로 35 (자양동),37.5328982,127.0752311
광진구,"서울특별시 광진구 능동로3마길 1 (자양동, 자양)",37.5343286,127.0642358
